PlayerNr,Trx_Type,Trx_time,Balance_before,Balance_after
3887581556,bonus,2017-07-24 01:24:24,0,796.01
3887581556,stake,2017-09-07 17:11:17,796.01,548.01
3887581556,withdrawal,2017-09-21 01:57:25,548.01,367.16999999999996
3887581556,stake,2017-10-24 14:41:07,367.16999999999996,164.65999999999997
3887581556,win,2017-10-31 06:40:21,164.65999999999997,325.84999999999997
3887581556,stake,2017-11-29 02:03:59,325.84999999999997,166.80999999999997
3887581556,win,2018-01-11 23:33:48,166.80999999999997,171.96999999999997
3887581556,stake,2018-01-15 03:07:47,171.96999999999997,34.77999999999997
3887581556,win,2018-03-22 13:14:52,34.77999999999997,374.80999999999995
3887581556,stake,2018-04-10 09:58:37,374.80999999999995,342.31999999999994
3887581556,win,2018-07-06 07:53:19,342.31999999999994,736.77
3887581556,stake,2018-07-21 15:29:17,736.77,24.970000000000027
3887581556,win,2018-08-12 08:29:23,24.970000000000027,344.38000000000005
3887581556,stake,2018-08-26 14:50:02,344.38000000000005,235.86000000000007
3887581556,withdrawal,2018-09-18 12:23:16,235.86000000000007,180.72000000000008
3887581556,stake,2018-09-29 16:58:40,180.72000000000008,20.460000000000093
3887581556,win,2018-11-12 08:16:40,20.460000000000093,989.47
3887581556,stake,2018-11-15 02:27:06,989.47,581.09
3887581556,win,2019-01-07 00:22:54,581.09,699.6500000000001
3887581556,stake,2019-01-24 10:25:55,699.6500000000001,605.07
3887581556,win,2019-02-17 16:29:09,605.07,1378.75
3887581556,bonus,2019-03-10 21:42:16,1378.75,1792.74
3887581556,stake,2019-04-26 17:28:56,1792.74,25.65000000000009
3887581556,win,2019-05-03 17:50:55,25.65000000000009,619.7300000000001
3887581556,stake,2019-05-07 03:34:54,619.7300000000001,120.91000000000014
3887581556,win,2019-06-04 06:52:52,120.91000000000014,343.40000000000015
3887581556,stake,2019-06-19 19:58:30,343.40000000000015,236.15000000000015
3887581556,win,2019-07-09 15:59:48,236.15000000000015,672.9100000000001
3887581556,stake,2019-07-19 20:58:07,672.9100000000001,50.08000000000004
3887581556,deposit,2019-08-13 20:45:41,50.08000000000004,417.45000000000005
3887581556,win,2019-10-10 00:28:56,417.45000000000005,891.57
3887581556,bonus,2019-10-23 11:48:49,891.57,1393.8400000000001
3887581556,win,2019-11-27 04:45:16,1393.8400000000001,1875.67
3887581556,stake,2020-02-09 18:04:35,1875.67,380.0600000000002
3887581556,bonus,2020-03-17 06:08:06,380.0600000000002,1040.0800000000002
3887581556,stake,2020-03-19 03:23:30,1040.0800000000002,11.850000000000136
3887581556,bonus,2020-03-26 23:01:54,11.850000000000136,185.36000000000013
3887581556,stake,2020-03-30 09:58:29,185.36000000000013,122.74000000000012
3887581556,win,2020-04-23 16:01:26,122.74000000000012,882.1300000000001
3887581556,stake,2020-04-26 23:22:35,882.1300000000001,709.9800000000001
3887581556,win,2020-06-19 21:16:57,709.9800000000001,1668.0300000000002
3887581556,stake,2020-06-19 21:30:41,1668.0300000000002,1016.5500000000002
3887581556,win,2020-07-02 18:42:44,1016.5500000000002,2009.2000000000003
3887581556,stake,2020-08-07 21:43:27,2009.2000000000003,582.1600000000003
3887581556,win,2020-08-17 03:21:06,582.1600000000003,1103.7900000000004
3887581556,stake,2020-08-27 01:13:01,1103.7900000000004,1005.0200000000004
3887581556,win,2020-09-07 20:54:10,1005.0200000000004,1891.0400000000004
3887581556,stake,2020-09-18 00:30:41,1891.0400000000004,552.6500000000003
3887581556,win,2020-09-19 08:48:28,552.6500000000003,1257.7800000000002
3887581556,stake,2020-09-27 17:02:43,1257.7800000000002,488.71000000000015
3887581556,bonus,2020-10-01 02:52:44,488.71000000000015,1244.7200000000003
3887581556,stake,2020-11-18 21:36:02,1244.7200000000003,577.5300000000002
3887581556,win,2020-11-23 17:06:47,577.5300000000002,1146.7000000000003
3887581556,bonus,2020-12-02 03:33:11,1146.7000000000003,1745.1100000000001
3887581556,stake,2020-12-23 13:59:45,1745.1100000000001,1700.5600000000002
3887581556,win,2021-01-02 22:23:50,1700.5600000000002,2660.8
3887581556,stake,2021-02-02 14:35:59,2660.8,1671.1000000000001
3887581556,withdrawal,2021-02-06 00:07:40,1671.1000000000001,1322.3100000000002
3887581556,stake,2021-02-18 07:10:34,1322.3100000000002,683.4300000000002
3887581556,withdrawal,2021-03-12 04:00:10,683.4300000000002,11.480000000000132
3887581556,deposit,2021-04-14 12:18:03,11.480000000000132,316.8600000000001
3887581556,withdrawal,2021-04-20 13:14:15,316.8600000000001,147.03000000000011
3887581556,stake,2021-06-05 23:03:56,147.03000000000011,69.61000000000011
3887581556,bonus,2021-06-12 02:46:03,69.61000000000011,178.87000000000012
3887581556,stake,2021-08-04 19:58:49,178.87000000000012,13.070000000000107
3887581556,win,2021-08-10 06:55:32,13.070000000000107,769.5300000000002
3887581556,stake,2021-08-18 11:10:29,769.5300000000002,731.6300000000002
3887581556,win,2021-08-29 14:38:46,731.6300000000002,1065.4600000000003
3887581556,stake,2021-10-11 19:27:25,1065.4600000000003,457.84000000000026
3887581556,win,2021-10-18 00:42:16,457.84000000000026,1241.5900000000001
3887581556,stake,2022-01-08 08:07:47,1241.5900000000001,1024.4700000000003
3887581556,win,2022-01-27 13:13:12,1024.4700000000003,1293.2200000000003
7847705450,deposit,2013-09-20 07:07:38,0,293.61
7847705450,stake,2013-09-29 00:54:01,293.61,281.99
7847705450,withdrawal,2013-11-12 01:43:21,281.99,87.78
7847705450,stake,2014-02-08 11:11:28,87.78,43.92
7847705450,win,2014-04-17 09:07:21,43.92,428.76
7847705450,stake,2014-04-22 21:06:05,428.76,357.90999999999997
7847705450,bonus,2014-07-14 09:47:59,357.90999999999997,638.96
7847705450,stake,2014-07-27 09:31:06,638.96,205.75000000000006
7847705450,win,2014-08-24 17:34:21,205.75000000000006,523.3600000000001
7847705450,stake,2014-09-20 02:58:46,523.3600000000001,77.47000000000014
7847705450,deposit,2014-11-17 03:32:50,77.47000000000014,799.5900000000001
7847705450,stake,2014-11-25 00:38:19,799.5900000000001,536.1300000000001
7847705450,win,2015-02-25 00:21:34,536.1300000000001,990.1200000000001
7847705450,stake,2015-03-15 06:28:00,990.1200000000001,451.7700000000001
7847705450,win,2015-07-31 10:04:27,451.7700000000001,953.1600000000001
7847705450,stake,2015-07-31 15:17:28,953.1600000000001,167.61000000000013
7847705450,withdrawal,2015-08-07 01:30:12,167.61000000000013,67.17000000000013
7847705450,stake,2015-08-07 02:53:22,67.17000000000013,3.4700000000001268
7847705450,win,2015-08-12 08:53:49,3.4700000000001268,758.3500000000001
7847705450,stake,2015-08-30 02:13:11,758.3500000000001,60.21000000000015
7847705450,win,2015-12-16 03:01:04,60.21000000000015,582.4900000000001
7847705450,stake,2015-12-21 22:36:46,582.4900000000001,401.0300000000001
7847705450,win,2016-01-02 09:51:55,401.0300000000001,1024.3700000000001
7847705450,stake,2016-01-22 08:06:46,1024.3700000000001,814.9300000000001
7847705450,win,2016-03-01 21:20:14,814.9300000000001,965.96
7847705450,stake,2016-05-26 13:34:08,965.96,882.9100000000001
7847705450,win,2016-06-03 05:42:28,882.9100000000001,1340.63
7847705450,withdrawal,2016-07-06 17:17:15,1340.63,1074.9900000000002
7847705450,stake,2016-07-10 20:36:57,1074.9900000000002,299.6500000000002
7847705450,win,2016-10-25 20:25:31,299.6500000000002,622.6600000000002
7847705450,stake,2017-01-16 22:07:59,622.6600000000002,71.55000000000018
7847705450,win,2017-03-19 17:33:25,71.55000000000018,314.3600000000002
7847705450,stake,2017-03-22 12:32:05,314.3600000000002,49.18000000000018
7847705450,withdrawal,2017-04-21 12:17:56,49.18000000000018,41.45000000000017
7847705450,stake,2017-04-21 16:17:07,41.45000000000017,19.760000000000172
7847705450,withdrawal,2017-06-27 01:36:57,19.760000000000172,18.170000000000172
7847705450,stake,2017-07-09 21:01:48,18.170000000000172,11.630000000000173
7847705450,withdrawal,2017-07-25 13:41:25,11.630000000000173,4.880000000000173
7847705450,win,2017-10-19 03:25:22,4.880000000000173,325.71000000000015
7847705450,stake,2017-11-12 13:02:35,325.71000000000015,248.35000000000014
7847705450,withdrawal,2017-12-02 22:20:25,248.35000000000014,208.72000000000014
7847705450,stake,2017-12-22 20:49:47,208.72000000000014,143.50000000000014
7847705450,withdrawal,2018-01-05 20:48:18,143.50000000000014,122.78000000000014
7847705450,stake,2018-04-27 02:09:29,122.78000000000014,88.06000000000014
7847705450,win,2018-06-17 15:13:23,88.06000000000014,602.9000000000002
7847705450,bonus,2018-06-29 07:57:07,602.9000000000002,1499.3400000000001
7847705450,stake,2018-08-27 19:26:21,1499.3400000000001,424.3000000000002
7847705450,bonus,2018-10-28 10:47:18,424.3000000000002,728.8700000000001
7847705450,stake,2018-11-17 03:45:03,728.8700000000001,266.04000000000013
7847705450,win,2019-05-02 23:54:37,266.04000000000013,490.33000000000015
7847705450,stake,2019-05-26 18:41:14,490.33000000000015,221.56000000000017
7847705450,bonus,2019-07-26 11:39:54,221.56000000000017,1165.8000000000002
7847705450,win,2019-10-01 10:46:15,1165.8000000000002,1180.4900000000002
7847705450,stake,2019-12-15 19:27:40,1180.4900000000002,227.72000000000025
7847705450,win,2020-01-27 09:57:23,227.72000000000025,1045.8600000000001
7847705450,stake,2020-11-29 01:41:07,1045.8600000000001,211.66000000000008
7847705450,withdrawal,2021-01-27 05:17:28,211.66000000000008,179.16000000000008
7847705450,stake,2021-02-27 08:57:23,179.16000000000008,161.8700000000001
7847705450,win,2021-03-28 17:01:11,161.8700000000001,917.1000000000001
7847705450,stake,2021-06-05 17:01:58,917.1000000000001,504.45000000000016
7847705450,win,2021-09-18 16:10:58,504.45000000000016,626.2300000000001
7847705450,stake,2021-09-21 16:06:49,626.2300000000001,264.22000000000014
7847705450,bonus,2021-10-14 19:59:47,264.22000000000014,1070.5800000000002
7847705450,stake,2021-11-22 16:09:22,1070.5800000000002,455.3000000000002
7847705450,win,2021-12-16 06:49:31,455.3000000000002,1391.0600000000002
7847705450,withdrawal,2022-01-23 19:46:37,1391.0600000000002,456.8600000000001
7005121609,bonus,2019-04-03 00:24:25,0,784.9
7005121609,stake,2019-04-11 10:03:00,784.9,707.36
7005121609,bonus,2019-04-28 22:25:41,707.36,1350.52
7005121609,stake,2019-05-13 03:03:37,1350.52,289.76
7005121609,win,2019-06-05 07:42:06,289.76,434.78
7005121609,stake,2019-06-08 12:17:00,434.78,68.83999999999997
7005121609,withdrawal,2019-06-09 22:30:44,68.83999999999997,1.7799999999999727
7005121609,stake,2019-06-10 19:20:54,1.7799999999999727,0.3499999999999728
7005121609,bonus,2019-07-09 18:05:25,0.3499999999999728,405.28
7005121609,stake,2019-07-23 02:37:29,405.28,31.639999999999986
7005121609,win,2019-09-03 09:39:08,31.639999999999986,987.6999999999999
7005121609,stake,2019-10-20 15:17:27,987.6999999999999,495.2099999999999
7005121609,win,2019-10-22 04:07:56,495.2099999999999,1442.67
7005121609,stake,2019-10-28 18:10:09,1442.67,337.28
7005121609,win,2019-10-31 07:38:58,337.28,434.72999999999996
7005121609,stake,2019-11-23 06:44:19,434.72999999999996,255.66999999999996
7005121609,win,2019-12-11 06:39:16,255.66999999999996,1194.1599999999999
7005121609,stake,2019-12-21 06:26:24,1194.1599999999999,697.8699999999999
7005121609,win,2020-01-08 07:53:48,697.8699999999999,1038.35
7005121609,stake,2020-01-11 22:48:28,1038.35,1001.6299999999999
7005121609,withdrawal,2020-01-23 09:20:29,1001.6299999999999,767.8799999999999
7005121609,stake,2020-02-05 19:18:40,767.8799999999999,323.1399999999999
7005121609,win,2020-02-12 10:44:19,323.1399999999999,1150.4899999999998
7005121609,stake,2020-02-20 02:31:16,1150.4899999999998,16.249999999999773
7005121609,bonus,2020-03-28 05:30:40,16.249999999999773,175.79999999999978
7005121609,stake,2020-04-01 04:06:06,175.79999999999978,174.6999999999998
7005121609,win,2020-04-01 04:07:41,174.6999999999998,919.5799999999998
